transcript,label
"I am a Sub-Inspector with the Narcotics Control Bureau. Turn on your camera now and do not leave the frame, this is a mandatory digital arrest protocol. I'm calling on behalf of TRAI regarding your mobile number linked to illegal activity. This falls under Section 384 of the IT Act and PMLA. Share the OTP sent to your phone so we can verify your account is not compromised. Your PAN and Aadhaar are linked to a fraud case worth crores. This is extremely serious.",1
"Hey, Hi, this is Singh, I wanted to follow up on the property documents whenever you get a chance. Let me know if you have any questions.",0
"Dear customer, your Amazon account will be suspended in 24 hours due to KYC non-compliance. Click here to verify: http://amazon-kyc-verify.com/update",1
"Hey, Hey, are we still meeting for lunch tomorrow? Let me know what time works.",0
"I am Inspector Gupta from CBI Headquarters, Delhi. You are not permitted to inform any family member about this investigation, it is confidential. A parcel booked in your name containing illegal substances was intercepted at customs. You have been named in an FIR filed at Kolkata Police Station. Transfer funds to this account for RBI clearance, failure to comply will result in arrest.",1
"You are being contacted by the Enforcement Directorate regarding your bank account. This is a call from RBI's Fraud Monitoring Cell. If you disconnect this call, a team will be sent to your residence within the hour. You must deposit funds into a government safe custody account for 24 hours, it will be refunded.",1
"I am a Sub-Inspector with the Narcotics Control Bureau. If you disconnect this call, a team will be sent to your residence within the hour. This falls under Section 467 of the IT Act and PMLA. Purchase gift cards worth Rs 10 and share the codes for verification purposes.",1
"Hi, this is Khan calling from HDFC Bank customer service regarding your recent card application. Could you confirm your registered email address?",0
"Good afternoon, This is a survey call about your recent visit to our store, would you have two minutes to share feedback? Hi, just checking in about the delivery of your order, it should arrive by Thursday. Have a good day.",0
"Good afternoon, Good afternoon, this is a reminder call from Apollo Hospitals about your appointment scheduled for tomorrow at 10 AM. No urgent action is needed.",0
"Hey, This is the income tax department's official portal notification: your refund has been processed, please check the portal at your convenience. Thanks for your time.",0
"This is a call from RBI's Fraud Monitoring Cell. You must deposit funds into a government safe custody account for 24 hours, it will be refunded. You are not permitted to inform any family member about this investigation, it is confidential. A parcel booked in your name containing illegal substances was intercepted at customs. Your case reference number is REF140605, please note it down. This call is from Customs Department, Mumbai Airport division.",1
"I'm calling on behalf of TRAI regarding your mobile number linked to illegal activity. This is a call from RBI's Fraud Monitoring Cell. Send Rs 25 via UPI to this ID immediately to avoid asset seizure. A parcel booked in your name containing illegal substances was intercepted at customs. You are not permitted to inform any family member about this investigation, it is confidential.",1
"Final notice: your SBI KYC has expired, account access will be restricted today. Update your KYC immediately at sbi-online-update.in/kyc",1
"I am a Sub-Inspector with the Narcotics Control Bureau. Your PAN and Aadhaar are linked to a fraud case worth crores. This is extremely serious. Stay on this call and do not contact any lawyer until verification is complete. I am Inspector Nair from CBI Headquarters, Delhi. Transfer funds to this account for RBI clearance, failure to comply will result in arrest. Your case reference number is REF843266, please note it down.",1
"I'm calling on behalf of TRAI regarding your mobile number linked to illegal activity. Do not disconnect this video call under any circumstances, this is now an official proceeding. I am Inspector Singh from CBI Headquarters, Delhi. A parcel booked in your name containing illegal substances was intercepted at customs. Your case reference number is REF434652, please note it down. Purchase gift cards worth Rs 5 and share the codes for verification purposes.",1
"This is Officer Reddy calling from the Cyber Crime Cell, Mumbai. A warrant has been issued for your arrest under Section 384 unless this is resolved today. This is being recorded as evidence for the Supreme Court proceeding. Share the OTP sent to your phone so we can verify your account is not compromised. This is a call from RBI's Fraud Monitoring Cell.",1
"Hey, This is your bank calling to confirm a transaction of Rs 1200 you made yesterday at a grocery store, please call the branch back if you did not recognize it. Good afternoon, this is a reminder call from Apollo Hospitals about your appointment scheduled for tomorrow at 10 AM. Feel free to call back if anything is unclear.",0
"This is Officer Khan calling from the Cyber Crime Cell, Mumbai. I am a Sub-Inspector with the Narcotics Control Bureau. Your PAN and Aadhaar are linked to a fraud case worth crores. This is extremely serious. Purchase gift cards worth Rs 2 and share the codes for verification purposes. This is being recorded as evidence for the Supreme Court proceeding. You are not permitted to inform any family member about this investigation, it is confidential.",1
ALERT: Unusual sign-in activity detected on your Axis Bank account. Verify your identity now at axisbank-secure-login.net to avoid suspension.,1
"Hey, are we still meeting for lunch tomorrow? Let me know what time works. Feel free to call back if anything is unclear.",0
"Hello, Hi, this is Sharma, I wanted to follow up on the property documents whenever you get a chance.",0
"Hello, This is a courtesy call from your insurance provider to remind you about your policy renewal, no urgent action is required.",0
"Good afternoon, Hi, this is Mehta, I wanted to follow up on the property documents whenever you get a chance. Let me know if you have any questions.",0
"This is Officer Singh calling from the Cyber Crime Cell, Mumbai. This is being recorded as evidence for the Supreme Court proceeding. Share the OTP sent to your phone so we can verify your account is not compromised. A parcel booked in your name containing illegal substances was intercepted at customs. Do not disconnect this video call under any circumstances, this is now an official proceeding. I am a Sub-Inspector with the Narcotics Control Bureau.",1
"I'm calling on behalf of TRAI regarding your mobile number linked to illegal activity. Share the OTP sent to your phone so we can verify your account is not compromised. This is a call from RBI's Fraud Monitoring Cell. A parcel booked in your name containing illegal substances was intercepted at customs. Do not disconnect this video call under any circumstances, this is now an official proceeding. This is being recorded as evidence for the Supreme Court proceeding.",1
"You are being contacted by the Enforcement Directorate regarding your bank account. This is a non-bailable offence. You must cooperate immediately or face digital arrest. Do not go to the police station yourself, we will guide you through the process here. Transfer funds to this account for RBI clearance, failure to comply will result in arrest. This is a call from RBI's Fraud Monitoring Cell.",1
"Hi, just checking in about the delivery of your order, it should arrive by Thursday. This is a courtesy call from your insurance provider to remind you about your policy renewal, no urgent action is required. Thanks for your time.",0
"This is a non-bailable offence. You must cooperate immediately or face digital arrest. I am Inspector Sharma from CBI Headquarters, Delhi. This falls under Section 66D of the IT Act and PMLA. Send Rs 50 via UPI to this ID immediately to avoid asset seizure.",1
"Good morning, Congratulations, your loan application has been approved, our relationship manager will call you to explain the next steps at your convenience. This is the income tax department's official portal notification: your refund has been processed, please check the portal at your convenience. No urgent action is needed.",0
"This is a call from RBI's Fraud Monitoring Cell. A warrant has been issued for your arrest under Section 66D unless this is resolved today. FIR number 806/2026 has been registered against you. Do not disconnect this video call under any circumstances, this is now an official proceeding. This is Officer Verma calling from the Cyber Crime Cell, Mumbai. To verify your identity and clear your name, transfer Rs 75 to this RBI verification account.",1
"You have been named in an FIR filed at Pune Police Station. I am Inspector Sharma from CBI Headquarters, Delhi. Your PAN and Aadhaar are linked to a fraud case worth crores. This is extremely serious. Send Rs 15 via UPI to this ID immediately to avoid asset seizure.",1
"I am a Sub-Inspector with the Narcotics Control Bureau. This is a call from RBI's Fraud Monitoring Cell. Share the OTP sent to your phone so we can verify your account is not compromised. Turn on your camera now and do not leave the frame, this is a mandatory digital arrest protocol. A parcel booked in your name containing illegal substances was intercepted at customs.",1
"Dear customer, your SBI account will be suspended in 24 hours due to KYC non-compliance. Update your KYC immediately at sbi-online-update.in/kyc",1
"You are being contacted by the Enforcement Directorate regarding your bank account. To verify your identity and clear your name, transfer Rs 10 to this RBI verification account. Turn on your camera now and do not leave the frame, this is a mandatory digital arrest protocol. I am Inspector Nair from CBI Headquarters, Delhi. Your bank account will be frozen in the next 30 minutes if you do not comply.",1
"This call is from Customs Department, Mumbai Airport division. This is a non-bailable offence. You must cooperate immediately or face digital arrest. This is being recorded as evidence for the Supreme Court proceeding. Do not disconnect this video call under any circumstances, this is now an official proceeding. To verify your identity and clear your name, transfer Rs 5 to this RBI verification account.",1
"Good morning, Can you send me the report by end of day? No rush if you're busy, tomorrow morning also works. Good afternoon, this is a reminder call from Apollo Hospitals about your appointment scheduled for tomorrow at 10 AM.",0
"Hey, This is the income tax department's official portal notification: your refund has been processed, please check the portal at your convenience. Have a good day.",0
"Hello, Good afternoon, this is a reminder call from Apollo Hospitals about your appointment scheduled for tomorrow at 10 AM. This is Singh from the school regarding the parent-teacher meeting scheduled next week. Let me know if you have any questions.",0
"I am Inspector Nair from CBI Headquarters, Delhi. Stay on this call and do not contact any lawyer until verification is complete. Your case reference number is REF151605, please note it down. You are being contacted by the Enforcement Directorate regarding your bank account. Transfer funds to this account for RBI clearance, failure to comply will result in arrest. Your Aadhaar number has been used in a money laundering case involving Rs 50 lakh.",1
"I'm calling on behalf of TRAI regarding your mobile number linked to illegal activity. To verify your identity and clear your name, transfer Rs 25 to this RBI verification account. If you disconnect this call, a team will be sent to your residence within the hour. Do not go to the police station yourself, we will guide you through the process here. Your case reference number is REF980287, please note it down. I am Inspector Iyer from CBI Headquarters, Delhi.",1
"Final notice: your Amazon KYC has expired, account access will be restricted today. Update your KYC immediately at amazon-online-update.in/kyc",1
"Good afternoon, Hi, this is Nair, I wanted to follow up on the property documents whenever you get a chance. Hi, just checking in about the delivery of your order, it should arrive by Thursday. Let me know if you have any questions.",0
"You have been named in an FIR filed at Mumbai Police Station. You are not permitted to inform any family member about this investigation, it is confidential. To verify your identity and clear your name, transfer Rs 5 to this RBI verification account. Your Aadhaar number has been used in a money laundering case involving Rs 2 lakh. This is a call from RBI's Fraud Monitoring Cell. FIR number 459/2026 has been registered against you.",1
"Hi, Can you send me the report by end of day? No rush if you're busy, tomorrow morning also works. This is your bank calling to confirm a transaction of Rs 1200 you made yesterday at a grocery store, please call the branch back if you did not recognize it.",0
"This call is from Customs Department, Mumbai Airport division. Share the OTP sent to your phone so we can verify your account is not compromised. A warrant has been issued for your arrest under Section 66D unless this is resolved today. You are being contacted by the Enforcement Directorate regarding your bank account. You are not permitted to inform any family member about this investigation, it is confidential. This is being recorded as evidence for the Supreme Court proceeding.",1
"Hey, Hey, are we still meeting for lunch tomorrow? Let me know what time works. This is regarding your electricity bill for this month, it is now available on the portal, no action needed unless you have queries. Thanks for your time.",0
"You have been named in an FIR filed at Kolkata Police Station. Your PAN and Aadhaar are linked to a fraud case worth crores. This is extremely serious. Turn on your camera now and do not leave the frame, this is a mandatory digital arrest protocol. Purchase gift cards worth Rs 50 and share the codes for verification purposes. I'm calling on behalf of TRAI regarding your mobile number linked to illegal activity.",1
"This is Reddy from the school regarding the parent-teacher meeting scheduled next week. This is regarding your electricity bill for this month, it is now available on the portal, no action needed unless you have queries.",0
"This is Officer Verma calling from the Cyber Crime Cell, Mumbai. To verify your identity and clear your name, transfer Rs 75 to this RBI verification account. You have been named in an FIR filed at Delhi Police Station. Do not disconnect this video call under any circumstances, this is now an official proceeding. Your Aadhaar number has been used in a money laundering case involving Rs 2 lakh.",1
"Hello, Hi, this is Sharma, I wanted to follow up on the property documents whenever you get a chance. Thanks for your time.",0
"You have been named in an FIR filed at Pune Police Station. Your PAN and Aadhaar are linked to a fraud case worth crores. This is extremely serious. You are not permitted to inform any family member about this investigation, it is confidential. I am Inspector Khan from CBI Headquarters, Delhi. FIR number 383/2026 has been registered against you. Purchase gift cards worth Rs 5 and share the codes for verification purposes.",1
"This call is from Customs Department, Mumbai Airport division. You are being contacted by the Enforcement Directorate regarding your bank account. Send Rs 2 via UPI to this ID immediately to avoid asset seizure. A parcel booked in your name containing illegal substances was intercepted at customs.",1
"Transfer funds to this account for RBI clearance, failure to comply will result in arrest. You have been named in an FIR filed at Delhi Police Station. Your Aadhaar number has been used in a money laundering case involving Rs 2 lakh. This is being recorded as evidence for the Supreme Court proceeding. Do not go to the police station yourself, we will guide you through the process here.",1
"Good morning, This is a survey call about your recent visit to our store, would you have two minutes to share feedback? Feel free to call back if anything is unclear.",0
"Dear customer, your Paytm account will be suspended in 24 hours due to KYC non-compliance. Click here to verify: http://paytm-kyc-verify.com/update",1
"This is a call from RBI's Fraud Monitoring Cell. Send Rs 2 via UPI to this ID immediately to avoid asset seizure. FIR number 855/2026 has been registered against you. This call is from Customs Department, Mumbai Airport division. Your PAN and Aadhaar are linked to a fraud case worth crores. This is extremely serious.",1
"This is Officer Singh calling from the Cyber Crime Cell, Mumbai. Transfer funds to this account for RBI clearance, failure to comply will result in arrest. Your Aadhaar number has been used in a money laundering case involving Rs 50 lakh. Stay on this call and do not contact any lawyer until verification is complete. I am a Sub-Inspector with the Narcotics Control Bureau. FIR number 133/2026 has been registered against you.",1
"I am a Sub-Inspector with the Narcotics Control Bureau. I am Inspector Nair from CBI Headquarters, Delhi. If you disconnect this call, a team will be sent to your residence within the hour. Send Rs 75 via UPI to this ID immediately to avoid asset seizure.",1
"This call is from Customs Department, Mumbai Airport division. Share the OTP sent to your phone so we can verify your account is not compromised. Turn on your camera now and do not leave the frame, this is a mandatory digital arrest protocol. I'm calling on behalf of TRAI regarding your mobile number linked to illegal activity. FIR number 224/2026 has been registered against you. Your bank account will be frozen in the next 30 minutes if you do not comply.",1
Your Paytm account has been locked due to suspicious activity. Click here to verify: http://paytm-kyc-verify.com/update,1
Your SBI account has been locked due to suspicious activity. Verify your identity now at sbi-secure-login.net to avoid suspension.,1
"You are being contacted by the Enforcement Directorate regarding your bank account. This is a call from RBI's Fraud Monitoring Cell. Your Aadhaar number has been used in a money laundering case involving Rs 10 lakh. Transfer funds to this account for RBI clearance, failure to comply will result in arrest. Do not go to the police station yourself, we will guide you through the process here.",1
"Good morning, Congratulations, your loan application has been approved, our relationship manager will call you to explain the next steps at your convenience. This is regarding your electricity bill for this month, it is now available on the portal, no action needed unless you have queries. Let me know if you have any questions.",0
ALERT: Unusual sign-in activity detected on your SBI account. Confirm your details within 24 hours: bit.ly/sbi-verify,1
"Final notice: your Flipkart KYC has expired, account access will be restricted today. Update your KYC immediately at flipkart-online-update.in/kyc",1
"Hey, Can you send me the report by end of day? No rush if you're busy, tomorrow morning also works. Feel free to call back if anything is unclear.",0
"You are being contacted by the Enforcement Directorate regarding your bank account. Do not go to the police station yourself, we will guide you through the process here. I am Inspector Sharma from CBI Headquarters, Delhi. Your bank account will be frozen in the next 30 minutes if you do not comply. Purchase gift cards worth Rs 25 and share the codes for verification purposes.",1
"Do not go to the police station yourself, we will guide you through the process here. You have been named in an FIR filed at Bengaluru Police Station. FIR number 890/2026 has been registered against you. To verify your identity and clear your name, transfer Rs 15 to this RBI verification account. Your PAN and Aadhaar are linked to a fraud case worth crores. This is extremely serious.",1
"Final notice: your SBI KYC has expired, account access will be restricted today. Confirm your details within 24 hours: bit.ly/sbi-verify",1
"Good morning, Congratulations, your loan application has been approved, our relationship manager will call you to explain the next steps at your convenience. This is Airtel customer care. We noticed your data pack expires today, would you like to renew it? Let me know if you have any questions.",0
"I'm calling on behalf of TRAI regarding your mobile number linked to illegal activity. You are being contacted by the Enforcement Directorate regarding your bank account. Do not go to the police station yourself, we will guide you through the process here. You must deposit funds into a government safe custody account for 24 hours, it will be refunded. A warrant has been issued for your arrest under Section 66D unless this is resolved today.",1
"Hey, Hey, are we still meeting for lunch tomorrow? Let me know what time works. Hi, just checking in about the delivery of your order, it should arrive by Thursday.",0
"Hey, Hi, this is Singh calling from HDFC Bank customer service regarding your recent card application. Could you confirm your registered email address? Let me know if you have any questions.",0
"I'm calling on behalf of TRAI regarding your mobile number linked to illegal activity. Your Aadhaar number has been used in a money laundering case involving Rs 25 lakh. I am a Sub-Inspector with the Narcotics Control Bureau. Turn on your camera now and do not leave the frame, this is a mandatory digital arrest protocol. Transfer funds to this account for RBI clearance, failure to comply will result in arrest. FIR number 925/2026 has been registered against you.",1
"I am Inspector Nair from CBI Headquarters, Delhi. A parcel booked in your name containing illegal substances was intercepted at customs. This is being recorded as evidence for the Supreme Court proceeding. Do not disconnect this video call under any circumstances, this is now an official proceeding. Transfer funds to this account for RBI clearance, failure to comply will result in arrest. I am Inspector Singh from CBI Headquarters, Delhi.",1
"Do not go to the police station yourself, we will guide you through the process here. FIR number 247/2026 has been registered against you. A parcel booked in your name containing illegal substances was intercepted at customs. I'm calling on behalf of TRAI regarding your mobile number linked to illegal activity. Transfer funds to this account for RBI clearance, failure to comply will result in arrest.",1
"You are being contacted by the Enforcement Directorate regarding your bank account. Stay on this call and do not contact any lawyer until verification is complete. Your case reference number is REF448824, please note it down. Your PAN and Aadhaar are linked to a fraud case worth crores. This is extremely serious. Send Rs 2 via UPI to this ID immediately to avoid asset seizure.",1
"I am Inspector Nair from CBI Headquarters, Delhi. You are not permitted to inform any family member about this investigation, it is confidential. You must deposit funds into a government safe custody account for 24 hours, it will be refunded. A parcel booked in your name containing illegal substances was intercepted at customs. This call is from Customs Department, Mumbai Airport division. This is being recorded as evidence for the Supreme Court proceeding.",1
This is a call from RBI's Fraud Monitoring Cell. This is being recorded as evidence for the Supreme Court proceeding. A warrant has been issued for your arrest under Section 420 unless this is resolved today. You are being contacted by the Enforcement Directorate regarding your bank account. Share the OTP sent to your phone so we can verify your account is not compromised.,1
"Good morning, Can you send me the report by end of day? No rush if you're busy, tomorrow morning also works.",0
"Hi, this is Reddy, I wanted to follow up on the property documents whenever you get a chance. This is a survey call about your recent visit to our store, would you have two minutes to share feedback? Let me know if you have any questions.",0
"This is your bank calling to confirm a transaction of Rs 1200 you made yesterday at a grocery store, please call the branch back if you did not recognize it. Hi, just checking in about the delivery of your order, it should arrive by Thursday. Let me know if you have any questions.",0
"You are being contacted by the Enforcement Directorate regarding your bank account. Turn on your camera now and do not leave the frame, this is a mandatory digital arrest protocol. I'm calling on behalf of TRAI regarding your mobile number linked to illegal activity. This falls under Section 384 of the IT Act and PMLA. A warrant has been issued for your arrest under Section 66D unless this is resolved today. Share the OTP sent to your phone so we can verify your account is not compromised.",1
"I'm calling on behalf of TRAI regarding your mobile number linked to illegal activity. This is being recorded as evidence for the Supreme Court proceeding. I am Inspector Gupta from CBI Headquarters, Delhi. You must deposit funds into a government safe custody account for 24 hours, it will be refunded. A warrant has been issued for your arrest under Section 384 unless this is resolved today. You are not permitted to inform any family member about this investigation, it is confidential.",1
"Congratulations, your loan application has been approved, our relationship manager will call you to explain the next steps at your convenience. Good afternoon, this is a reminder call from Apollo Hospitals about your appointment scheduled for tomorrow at 10 AM. Thanks for your time.",0
"A parcel booked in your name containing illegal substances was intercepted at customs. Do not disconnect this video call under any circumstances, this is now an official proceeding. This is a call from RBI's Fraud Monitoring Cell. To verify your identity and clear your name, transfer Rs 50 to this RBI verification account. This falls under Section 66D of the IT Act and PMLA.",1
"I am a Sub-Inspector with the Narcotics Control Bureau. Do not disconnect this video call under any circumstances, this is now an official proceeding. I'm calling on behalf of TRAI regarding your mobile number linked to illegal activity. A warrant has been issued for your arrest under Section 66D unless this is resolved today. Transfer funds to this account for RBI clearance, failure to comply will result in arrest. FIR number 820/2026 has been registered against you.",1
"Hi, Hi, just checking in about the delivery of your order, it should arrive by Thursday. This is Airtel customer care. We noticed your data pack expires today, would you like to renew it? Let me know if you have any questions.",0
"I am a Sub-Inspector with the Narcotics Control Bureau. This is a non-bailable offence. You must cooperate immediately or face digital arrest. You are being contacted by the Enforcement Directorate regarding your bank account. Turn on your camera now and do not leave the frame, this is a mandatory digital arrest protocol. FIR number 998/2026 has been registered against you. Send Rs 10 via UPI to this ID immediately to avoid asset seizure.",1
"You have been named in an FIR filed at Delhi Police Station. This is Officer Singh calling from the Cyber Crime Cell, Mumbai. A parcel booked in your name containing illegal substances was intercepted at customs. Turn on your camera now and do not leave the frame, this is a mandatory digital arrest protocol. Your case reference number is REF860397, please note it down. Transfer funds to this account for RBI clearance, failure to comply will result in arrest.",1
"I am a Sub-Inspector with the Narcotics Control Bureau. Your bank account will be frozen in the next 30 minutes if you do not comply. Stay on this call and do not contact any lawyer until verification is complete. To verify your identity and clear your name, transfer Rs 2 to this RBI verification account. Your case reference number is REF292930, please note it down. You are being contacted by the Enforcement Directorate regarding your bank account.",1
"Hello, Hi, this is Khan, I wanted to follow up on the property documents whenever you get a chance. Thanks for your time.",0
"Hey, This is a courtesy call from your insurance provider to remind you about your policy renewal, no urgent action is required. Thanks for your time.",0
I'm calling on behalf of TRAI regarding your mobile number linked to illegal activity. Your Aadhaar number has been used in a money laundering case involving Rs 15 lakh. You are being contacted by the Enforcement Directorate regarding your bank account. Stay on this call and do not contact any lawyer until verification is complete. Send Rs 2 via UPI to this ID immediately to avoid asset seizure. FIR number 556/2026 has been registered against you.,1
"This is Officer Verma calling from the Cyber Crime Cell, Mumbai. FIR number 510/2026 has been registered against you. Purchase gift cards worth Rs 50 and share the codes for verification purposes. You have been named in an FIR filed at Chennai Police Station. Your bank account will be frozen in the next 30 minutes if you do not comply.",1
"Hi, This is Gupta from the school regarding the parent-teacher meeting scheduled next week. Feel free to call back if anything is unclear.",0
"This is being recorded as evidence for the Supreme Court proceeding. Your PAN and Aadhaar are linked to a fraud case worth crores. This is extremely serious. You have been named in an FIR filed at Delhi Police Station. Send Rs 50 via UPI to this ID immediately to avoid asset seizure. You are not permitted to inform any family member about this investigation, it is confidential.",1
Your Flipkart account has been locked due to suspicious activity. Update your KYC immediately at flipkart-online-update.in/kyc,1
"This call is from Customs Department, Mumbai Airport division. Your Aadhaar number has been used in a money laundering case involving Rs 10 lakh. You are not permitted to inform any family member about this investigation, it is confidential. This is Officer Patel calling from the Cyber Crime Cell, Mumbai. Send Rs 25 via UPI to this ID immediately to avoid asset seizure. This is being recorded as evidence for the Supreme Court proceeding.",1
"Good morning, Hi, this is Sharma, I wanted to follow up on the property documents whenever you get a chance. Congratulations, your loan application has been approved, our relationship manager will call you to explain the next steps at your convenience.",0
"I am Inspector Sharma from CBI Headquarters, Delhi. A parcel booked in your name containing illegal substances was intercepted at customs. Your case reference number is REF130955, please note it down. I am a Sub-Inspector with the Narcotics Control Bureau. Share the OTP sent to your phone so we can verify your account is not compromised. You are not permitted to inform any family member about this investigation, it is confidential.",1
"This is a non-bailable offence. You must cooperate immediately or face digital arrest. Do not disconnect this video call under any circumstances, this is now an official proceeding. Your case reference number is REF800646, please note it down. I'm calling on behalf of TRAI regarding your mobile number linked to illegal activity. Share the OTP sent to your phone so we can verify your account is not compromised.",1
"Hi, This is Airtel customer care. We noticed your data pack expires today, would you like to renew it? This is Airtel customer care. We noticed your data pack expires today, would you like to renew it? No urgent action is needed.",0
"Good morning, Hey, are we still meeting for lunch tomorrow? Let me know what time works. This is Iyer from the school regarding the parent-teacher meeting scheduled next week. Let me know if you have any questions.",0
"Good morning, This is a survey call about your recent visit to our store, would you have two minutes to share feedback? This is a courtesy call from your insurance provider to remind you about your policy renewal, no urgent action is required.",0
"This is Officer Gupta calling from the Cyber Crime Cell, Mumbai. To verify your identity and clear your name, transfer Rs 5 to this RBI verification account. This is Officer Singh calling from the Cyber Crime Cell, Mumbai. FIR number 193/2026 has been registered against you. Do not disconnect this video call under any circumstances, this is now an official proceeding. A parcel booked in your name containing illegal substances was intercepted at customs.",1
Your Amazon account will be permanently deactivated unless you verify immediately. Confirm your details within 24 hours: bit.ly/amazon-verify,1
"Hi, just checking in about the delivery of your order, it should arrive by Thursday. Hey, are we still meeting for lunch tomorrow? Let me know what time works.",0
"You have been named in an FIR filed at Mumbai Police Station. This call is from Customs Department, Mumbai Airport division. If you disconnect this call, a team will be sent to your residence within the hour. You are not permitted to inform any family member about this investigation, it is confidential. To verify your identity and clear your name, transfer Rs 2 to this RBI verification account.",1
"You are being contacted by the Enforcement Directorate regarding your bank account. Turn on your camera now and do not leave the frame, this is a mandatory digital arrest protocol. I'm calling on behalf of TRAI regarding your mobile number linked to illegal activity. A parcel booked in your name containing illegal substances was intercepted at customs. To verify your identity and clear your name, transfer Rs 75 to this RBI verification account.",1
"This call is from Customs Department, Mumbai Airport division. Your case reference number is REF888931, please note it down. I am Inspector Singh from CBI Headquarters, Delhi. Send Rs 75 via UPI to this ID immediately to avoid asset seizure. A parcel booked in your name containing illegal substances was intercepted at customs. Do not go to the police station yourself, we will guide you through the process here.",1
"Hello, Good afternoon, this is a reminder call from Apollo Hospitals about your appointment scheduled for tomorrow at 10 AM. This is Airtel customer care. We noticed your data pack expires today, would you like to renew it? No urgent action is needed.",0
"Hey, This is a survey call about your recent visit to our store, would you have two minutes to share feedback? Let me know if you have any questions.",0
"Hey, Congratulations, your loan application has been approved, our relationship manager will call you to explain the next steps at your convenience. Have a good day.",0
"Hey, This is the income tax department's official portal notification: your refund has been processed, please check the portal at your convenience. No urgent action is needed.",0
"You are being contacted by the Enforcement Directorate regarding your bank account. I'm calling on behalf of TRAI regarding your mobile number linked to illegal activity. Your bank account will be frozen in the next 30 minutes if you do not comply. Stay on this call and do not contact any lawyer until verification is complete. This falls under Section 420 of the IT Act and PMLA. To verify your identity and clear your name, transfer Rs 5 to this RBI verification account.",1
"Good afternoon, Reminder: your gym membership renews next week. No action needed if you'd like to continue. This is Airtel customer care. We noticed your data pack expires today, would you like to renew it? Let me know if you have any questions.",0
"Your case reference number is REF676023, please note it down. To verify your identity and clear your name, transfer Rs 25 to this RBI verification account. Do not go to the police station yourself, we will guide you through the process here. You are being contacted by the Enforcement Directorate regarding your bank account. If you disconnect this call, a team will be sent to your residence within the hour.",1
"Hey, Reminder: your gym membership renews next week. No action needed if you'd like to continue. Feel free to call back if anything is unclear.",0
"Hello, This is a courtesy call from your insurance provider to remind you about your policy renewal, no urgent action is required. Let me know if you have any questions.",0
"Final notice: your Axis Bank KYC has expired, account access will be restricted today. Click here to verify: http://axisbank-kyc-verify.com/update",1
"Hi, Good afternoon, this is a reminder call from Apollo Hospitals about your appointment scheduled for tomorrow at 10 AM. Hi, just checking in about the delivery of your order, it should arrive by Thursday. Have a good day.",0
"This call is from Customs Department, Mumbai Airport division. To verify your identity and clear your name, transfer Rs 25 to this RBI verification account. You have been named in an FIR filed at Kolkata Police Station. Your case reference number is REF885408, please note it down. Stay on this call and do not contact any lawyer until verification is complete. This is a non-bailable offence. You must cooperate immediately or face digital arrest.",1
You have been named in an FIR filed at Pune Police Station. Your Aadhaar number has been used in a money laundering case involving Rs 5 lakh. You are being contacted by the Enforcement Directorate regarding your bank account. Share the OTP sent to your phone so we can verify your account is not compromised. Stay on this call and do not contact any lawyer until verification is complete.,1
This is a call from RBI's Fraud Monitoring Cell. Purchase gift cards worth Rs 75 and share the codes for verification purposes. A warrant has been issued for your arrest under Section 66D unless this is resolved today. Stay on this call and do not contact any lawyer until verification is complete.,1
"I am a Sub-Inspector with the Narcotics Control Bureau. Do not disconnect this video call under any circumstances, this is now an official proceeding. This falls under Section 66D of the IT Act and PMLA. This is a call from RBI's Fraud Monitoring Cell. Your PAN and Aadhaar are linked to a fraud case worth crores. This is extremely serious. Transfer funds to this account for RBI clearance, failure to comply will result in arrest.",1
"Good afternoon, Hi, just checking in about the delivery of your order, it should arrive by Thursday. Have a good day.",0
"Good morning, This is a courtesy call from your insurance provider to remind you about your policy renewal, no urgent action is required. This is Airtel customer care. We noticed your data pack expires today, would you like to renew it?",0
"This is a call from RBI's Fraud Monitoring Cell. I'm calling on behalf of TRAI regarding your mobile number linked to illegal activity. Transfer funds to this account for RBI clearance, failure to comply will result in arrest. Do not go to the police station yourself, we will guide you through the process here. Your Aadhaar number has been used in a money laundering case involving Rs 25 lakh.",1
"This is a call from RBI's Fraud Monitoring Cell. Transfer funds to this account for RBI clearance, failure to comply will result in arrest. Do not go to the police station yourself, we will guide you through the process here. Your bank account will be frozen in the next 30 minutes if you do not comply. This is being recorded as evidence for the Supreme Court proceeding. This is Officer Nair calling from the Cyber Crime Cell, Mumbai.",1
"This is a courtesy call from your insurance provider to remind you about your policy renewal, no urgent action is required. Hey, are we still meeting for lunch tomorrow? Let me know what time works.",0
"Good afternoon, This is a courtesy call from your insurance provider to remind you about your policy renewal, no urgent action is required. Reminder: your gym membership renews next week. No action needed if you'd like to continue.",0
"I am Inspector Nair from CBI Headquarters, Delhi. Turn on your camera now and do not leave the frame, this is a mandatory digital arrest protocol. FIR number 307/2026 has been registered against you. Share the OTP sent to your phone so we can verify your account is not compromised. If you disconnect this call, a team will be sent to your residence within the hour. I am a Sub-Inspector with the Narcotics Control Bureau.",1
